Domain,Host,Process,AgentName,Resource,MetricName,Record_Type,Period,Intended_End_Timestamp,Actual_Start_Timestamp,Actual_End_Timestamp,Count,Type,Value,Min,Max,String_Value
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,95,1026,929548,926843,951223,929548
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,94,1026,2572337,2169314,2818210,2572337
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,94,1026,1030183,569892,1747565,1030183
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,94,1026,2309276,1980456,3371926,2309276
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,94,1026,6521608,4111848,8094539,6521608
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,94,1026,918453,914327,946281,918453
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,95,1026,2338573,510573,3169071,2338573
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,95,1026,1034502,515014,1966393,1034502
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,94,1026,4672870,2039145,8410483,4672870
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,8556458,6598313,10865382,8556458
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,915092,914327,957135,915092
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,1974418,615494,4723456,1974418
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,1932746,376640,3646973,1932746
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,9741156,7906638,12396161,9741156
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,94,1026,10295548,9129228,11888978,10295548
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,95,1026,914830,914327,926248,914830
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,95,1026,2185199,1510719,2996112,2185199
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Heap Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,95,1026,3206253,2465045,4144076,3206253
